C10,C10
C11,C11
C12,C12
C13,C13
C14,C14
C15,C15
C16,C16
C17,C17
C18,C18
C3,C3
C4,C4
C40,bulk_cap_3V3_a
C41,bulk_cap_3V3_b
C42,bulk_cap_1V5_a
C43,bulk_cap_1V5_b
C5,C5
C6,C6
C7,C7
C8,C8
C9,C9
D1,LED1
D2,LED2
D3,LED3
D4,LED4
D5,LED5
D6,LED6
D7,LED7
D8,LED8
MTG1,mounting_hole1
MTG2,mounting_hole2
MTG3,mounting_hole3
MTG4,mounting_hole4
P1,pcie_conn
P2,jtag_connector
R1,cfg_reset_pullup
R10,led_res1
R11,led_res2
R12,led_res3
R13,led_res4
R14,led_res5
R15,led_res6
R16,led_res7
R17,led_res8
R2,cfg_clk_pullup
R3,cfg_we_pullup
R4,cfg_oe_pullup
R5,cfg_ce_pullup
R6,cfg_wp_pullup
R7,cfg_adv_pulldown
SW1,button1
SW2,button2
SW3,button3
SW4,button4
SW5,dip_switch
TP1,tp1
TP10,tp10
TP11,tp11
TP12,tp12
TP13,tp13
TP14,tp14
TP15,tp15
TP16,tp16
TP2,tp2
TP3,tp3
TP4,tp4
TP5,tp5
TP6,tp6
TP7,tp7
TP8,tp8
TP9,tp9
U2,config_flash
